Date,Close,EMA12,EMA26,MACD,SIG,POS,Daily_Return,BookSize,Portfolio Returns
2018-06-13 00:00:00-04:00,22.985332489013672,22.985332489013672,22.985332489013672,0.0,0.0,0,0.0,10000.0,0.0
2018-06-14 00:00:00-04:00,23.847999572753906,23.118050501896786,23.04923375447591,0.0688167474208754,0.013763349484175081,0,0.037531198826580514,10000.0,0.0
2018-06-15 00:00:00-04:00,23.878000259399414,23.234965849204883,23.110623865951727,0.12434198325315649,0.03587907623797137,0,0.001257995940245893,10000.0,0.0
2018-06-18 00:00:00-04:00,24.722000122070312,23.463740352722642,23.229985070108658,0.23375528261398415,0.07545431751317393,0,0.03534633777963303,10000.0,0.0
2018-06-19 00:00:00-04:00,23.503332138061523,23.46983139662093,23.25023300106813,0.2195983955528007,0.10428313312109928,0,-0.04929487816484701,10000.0,0.0
2018-06-20 00:00:00-04:00,24.148000717163086,23.5741651382428,23.31673431337146,0.25743082487134217,0.13491267147114788,0,0.027428816276547474,10000.0,0.0
2018-06-21 00:00:00-04:00,23.167333602905273,23.511575671267796,23.30566759407767,0.20590807719012716,0.14911175261494375,0,-0.0406106959223671,10000.0,0.0
2018-06-22 00:00:00-04:00,22.242000579833984,23.316256426431828,23.226877444874432,0.08937898155739532,0.13716519840343405,0,-0.039941282796361555,10000.0,0.0
2018-06-25 00:00:00-04:00,22.200666427612305,23.144627195844212,23.150861813966124,-0.00623461812191195,0.10848523509836486,0,-0.0018583828407574554,10000.0,0.0
2018-06-26 00:00:00-04:00,22.799999237060547,23.091607509877495,23.124871993454597,-0.033264483577102766,0.08013529136327134,0,0.02699616299368457,10000.0,0.0
2018-06-27 00:00:00-04:00,22.96666717529297,23.072385919941414,23.113153118035218,-0.04076719809380336,0.0559547934718564,0,0.007309997535504653,10000.0,0.0
2018-06-28 00:00:00-04:00,23.32866668701172,23.111813730259925,23.129117086107552,-0.01730335584762699,0.04130316360795972,0,0.01576195226568089,10000.0,0.0
2018-06-29 00:00:00-04:00,22.863332748413086,23.073585886898872,23.109429357389445,-0.03584347049057257,0.025873836788253265,0,-0.019946872439894237,10000.0,0.0
2018-07-02 00:00:00-04:00,22.33799934387207,22.96041872643321,23.052286393425195,-0.09186766699198401,0.0023255360322058105,0,-0.022977114068266302,10000.0,0.0
2018-07-03 00:00:00-04:00,20.724000930786133,22.616354450179813,22.879820803600083,-0.26346635342027014,-0.05083284185828938,0,-0.07225349003910242,10000.0,0.0
2018-07-05 00:00:00-04:00,20.610666275024414,22.307787038617445,22.711735282964845,-0.40394824434740073,-0.12145592235611166,0,-0.005468763302039603,10000.0,0.0
2018-07-06 00:00:00-04:00,20.593332290649414,22.044024769699284,22.554816542793333,-0.5107917730940486,-0.19932309250369906,0,-0.0008410200885162755,10000.0,0.0
2018-07-09 00:00:00-04:00,21.233999252319336,21.919405459333138,22.456978224980443,-0.5375727656473046,-0.2669730271324202,0,0.031110407612896296,10000.0,0.0
2018-07-10 00:00:00-04:00,21.49799919128418,21.854573725787144,22.385942741002943,-0.5313690152157982,-0.3198522247490958,0,0.012432888210448967,10000.0,0.0
2018-07-11 00:00:00-04:00,21.263999938964844,21.763716220122173,22.3028358667779,-0.5391196466557275,-0.3637057091304222,0,-0.010884699093960615,10000.0,0.0
2018-07-12 00:00:00-04:00,21.11400032043457,21.663759927862543,22.214773974456172,-0.5510140465936288,-0.40116737662306357,0,-0.007054158152785206,10000.0,0.0
